Name,move1,move2,move3,move4,move5,move6,move7,move8,move9,move10,move11,move12,move13,move14,move15,move16,move17,move18,move19,move20,move21,move22,move23,move24,move25,move26
Barbaracle,Start - Skull Bash,Start - Stone Edge,Start - Shell Smash,Start - Scratch,Start - Sand Attack,Start - Water Gun,L4 - Water Gun,L7 - Withdraw,L10 - Fury Swipes,L13 - Slash,L18 - Mud-Slap,L20 - Clamp,L24 - Rock Polish,L28 - Ancient Power,L32 - Hone Claws,L37 - Fury Cutter,L44 - Night Slash,L48 - Razor Shell,L55 - Cross Chop,L60 - Stone Edge,L65 - Skull Bash,TM02 - Dragon Claw,TM06 - Toxic,TM08 - Bulk Up,TM10 - Hidden Power,TM12 - Taunt
Skrelp,Start - Tackle,Start - Smokescreen,Start - Water Gun,L5 - Feint Attack,L9 - Tail Whip,L12 - Bubble,L15 - Acid,L19 - Camouflage,L23 - Poison Tail,L25 - Water Pulse,L28 - Double Team,L32 - Toxic,L35 - Aqua Tail,L38 - Sludge Bomb,L42 - Hydro Pump,L49 - Dragon Pulse,TM06 - Toxic,TM07 - Hail,TM09 - Venoshock,TM10 - Hidden Power,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM24 - Thunderbolt,TM27 - Return,TM30 - Shadow Ball
Dragalge,Start - Twister,Start - Dragon Tail,Start - Tackle,Start - Smokescreen,Start - Water Gun,Start - Feint Attack,L5 - Feint Attack,L9 - Tail Whip,L12 - Bubble,L15 - Acid,L19 - Camouflage,L23 - Poison Tail,L25 - Water Pulse,L28 - Double Team,L32 - Toxic,L35 - Aqua Tail,L38 - Sludge Bomb,L42 - Hydro Pump,L53 - Dragon Pulse,L59 - Dragon Tail,TM06 - Toxic,TM07 - Hail,TM09 - Venoshock,TM10 - Hidden Power,TM15 - Hyper Beam,TM17 - Protect
Clauncher,Start - Splash,Start - Water Gun,L7 - Water Sport,L9 - Vice Grip,L12 - Bubble,L16 - Flail,L20 - Bubble Beam,L25 - Swords Dance,L30 - Crabhammer,L34 - Water Pulse,L39 - Smack Down,L43 - Aqua Jet,L48 - Muddy Water,TM06 - Toxic,TM09 - Venoshock,TM10 - Hidden Power,TM13 - Ice Beam,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM23 - Smack Down,TM27 - Return,TM32 - Double Team,TM34 - Sludge Wave,TM36 - Sludge Bomb,TM42 - Facade
Clawitzer,Start - Aura Sphere,Start - Dark Pulse,Start - Dragon Pulse,Start - Heal Pulse,Start - Splash,Start - Water Gun,Start - Water Sport,Start - Vice Grip,L7 - Water Sport,L9 - Vice Grip,L12 - Bubble,L16 - Flail,L20 - Bubble Beam,L25 - Swords Dance,L30 - Crabhammer,L34 - Water Pulse,L42 - Smack Down,L49 - Aqua Jet,L57 - Muddy Water,TM06 - Toxic,TM09 - Venoshock,TM10 - Hidden Power,TM13 - Ice Beam,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance
Helioptile,Start - Pound,Start - Tail Whip,L6 - Thunder Shock,L11 - Charge,L13 - Mud-Slap,L17 - Quick Attack,L22 - Razor Wind,L25 - Parabolic Charge,L31 - Thunder Wave,L35 - Bulldoze,L40 - Volt Switch,L45 - Electrify,L49 - Thunderbolt,TM06 - Toxic,TM10 - Hidden Power,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM24 - Thunderbolt,TM25 - Thunder,TM27 - Return,TM32 - Double Team,TM37 - Sandstorm,TM39 - Rock Tomb,TM42 - Facade
Heliolisk,Start - Eerie Impulse,Start - Electrify,Start - Razor Wind,Start - Quick Attack,Start - Thunder,Start - Charge,Start - Parabolic Charge,TM06 - Toxic,TM10 - Hidden Power,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM24 - Thunderbolt,TM25 - Thunder,TM27 - Return,TM32 - Double Team,TM37 - Sandstorm,TM39 - Rock Tomb,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM47 - Low Sweep,TM48 - Round,TM52 - Focus Blast
Tyrunt,Start - Tail Whip,Start - Tackle,L6 - Roar,L10 - Stomp,L12 - Bide,L15 - Stealth Rock,L17 - Bite,L20 - Charm,L26 - Ancient Power,L30 - Dragon Tail,L34 - Crunch,L37 - Dragon Claw,L40 - Thrash,L44 - Earthquake,L49 - Horn Drill,TM02 - Dragon Claw,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM21 - Frustration,TM26 - Earthquake,TM27 - Return,TM31 - Brick Break,TM32 - Double Team
Tyrantrum,Start - Rock Slide,Start - Head Smash,Start - Tail Whip,Start - Tackle,Start - Roar,Start - Stomp,L6 - Roar,L10 - Stomp,L12 - Bide,L15 - Stealth Rock,L17 - Bite,L20 - Charm,L26 - Ancient Power,L30 - Dragon Tail,L34 - Crunch,L37 - Dragon Claw,L42 - Thrash,L47 - Earthquake,L53 - Horn Drill,L58 - Head Smash,L68 - Giga Impact,TM02 - Dragon Claw,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day
Amaura,Start - Growl,Start - Powder Snow,L5 - Thunder Wave,L10 - Rock Throw,L13 - Icy Wind,L15 - Take Down,L18 - Mist,L20 - Aurora Beam,L26 - Ancient Power,L30 - Round,L34 - Avalanche,L38 - Hail,L41 - Nature Power,L44 - Encore,L47 - Light Screen,L50 - Ice Beam,L57 - Hyper Beam,L65 - Blizzard,TM04 - Calm Mind,TM05 - Roar,TM06 - Toxic,TM07 - Hail,TM10 - Hidden Power,TM13 - Ice Beam,TM14 - Blizzard,TM15 - Hyper Beam
Aurorus,Start - Freeze-Dry,Start - Growl,Start - Powder Snow,Start - Thunder Wave,Start - Rock Throw,L5 - Thunder Wave,L10 - Rock Throw,L13 - Icy Wind,L15 - Take Down,L18 - Mist,L20 - Aurora Beam,L26 - Ancient Power,L30 - Round,L34 - Avalanche,L38 - Hail,L43 - Nature Power,L46 - Encore,L50 - Light Screen,L56 - Ice Beam,L63 - Hyper Beam,L74 - Blizzard,TM04 - Calm Mind,TM05 - Roar,TM06 - Toxic,TM07 - Hail,TM10 - Hidden Power
Sylveon,Start - Fairy Wind,Start - Disarming Voice,Start - Helping Hand,Start - Tackle,Start - Tail Whip,L5 - Sand Attack,L9 - Baby-Doll Eyes,L13 - Quick Attack,L17 - Swift,L20 - Draining Kiss,L25 - Skill Swap,L29 - Misty Terrain,L33 - Light Screen,L37 - Moonblast,L41 - Last Resort,L45 - Psych Up,TM01 - Work Up,TM03 - Psyshock,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance
Hawlucha,Start - Detect,Start - Tackle,Start - Hone Claws,L4 - Karate Chop,L8 - Wing Attack,L12 - Roost,L16 - Aerial Ace,L20 - Encore,L24 - Fling,L28 - Flying Press,L32 - Bounce,L36 - Endeavor,L40 - Feather Dance,L44 - High Jump Kick,L48 - Sky Attack,L55 - Sky Drop,L60 - Swords Dance,TM01 - Work Up,TM06 - Toxic,TM08 - Bulk Up,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM17 - Protect,TM18 - Rain Dance,TM19 - Roost
Dedenne,Start - Tackle,Start - Tail Whip,L7 - Thunder Shock,L11 - Charge,L14 - Charm,L17 - Parabolic Charge,L20 - Nuzzle,L23 - Thunder Wave,L26 - Volt Switch,L30 - Rest,L31 - Snore,L34 - Charge Beam,L39 - Entrainment,L42 - Play Rough,L45 - Thunder,L50 - Discharge,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM24 - Thunderbolt,TM25 - Thunder,TM27 - Return,TM32 - Double Team
Carbink,Start - Tackle,Start - Harden,L5 - Rock Throw,L8 - Sharpen,L12 - Smack Down,L18 - Reflect,L21 - Stealth Rock,L27 - Guard Split,L31 - Ancient Power,L35 - Flail,L40 - Skill Swap,L46 - Power Gem,L49 - Stone Edge,L50 - Moonblast,L60 - Light Screen,L70 - Safeguard,TM04 - Calm Mind,TM06 - Toxic,TM07 - Hail,TM10 - Hidden Power,TM11 - Sunny Day,TM16 - Light Screen,TM17 - Protect,TM20 - Safeguard,TM21 - Frustration,TM23 - Smack Down
Goomy,Start - Tackle,Start - Bubble,L5 - Absorb,L9 - Protect,L13 - Bide,L18 - Dragon Breath,L25 - Rain Dance,L28 - Flail,L32 - Body Slam,L38 - Muddy Water,L42 - Dragon Pulse,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM24 - Thunderbolt,TM27 - Return,TM32 - Double Team,TM34 - Sludge Wave,TM36 - Sludge Bomb,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM48 - Round
Sliggoo,Start - Tackle,Start - Bubble,Start - Absorb,L5 - Absorb,L9 - Protect,L13 - Bide,L18 - Dragon Breath,L25 - Rain Dance,L28 - Flail,L32 - Body Slam,L38 - Muddy Water,L47 - Dragon Pulse,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM13 - Ice Beam,TM14 - Blizzard,TM17 - Protect,TM18 - Rain Dance,TM21 - Frustration,TM24 - Thunderbolt,TM27 - Return,TM32 - Double Team,TM34 - Sludge Wave,TM36 - Sludge Bomb,TM42 - Facade
Goodra,Start - Aqua Tail,Start - Outrage,Start - Feint,Start - Tackle,Start - Bubble,Start - Absorb,Start - Protect,L5 - Absorb,L9 - Protect,L13 - Bide,L18 - Dragon Breath,L25 - Rain Dance,L28 - Flail,L32 - Body Slam,L38 - Muddy Water,L47 - Dragon Pulse,L50 - Power Whip,L55 - Outrage,TM06 - Toxic,TM07 - Hail,TM10 - Hidden Power,TM11 - Sunny Day,TM13 - Ice Beam,TM14 - Blizzard,TM15 - Hyper Beam,TM17 - Protect
Klefki,Start - Fairy Lock,Start - Tackle,L5 - Fairy Wind,L8 - Astonish,L12 - Metal Sound,L15 - Spikes,L18 - Draining Kiss,L23 - Crafty Shield,L27 - Foul Play,L32 - Torment,L34 - Mirror Shot,L36 - Imprison,L40 - Recycle,L43 - Play Rough,L44 - Magic Room,L50 - Heal Block,TM03 - Psyshock,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard
Phantump,Start - Tackle,Start - Confuse Ray,L5 - Astonish,L8 - Growth,L13 - Ingrain,L19 - Feint Attack,L23 - Leech Seed,L28 - Curse,L31 - Will-O-Wisp,L35 - Forest’s Curse,L39 - Destiny Bond,L45 - Phantom Force,L49 - Wood Hammer,L54 - Horn Leech,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM17 - Protect,TM20 - Safeguard,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM29 - Psychic,TM30 - Shadow Ball,TM32 - Double Team,TM33 - Reflect
Trevenant,Start - Shadow Claw,Start - Horn Leech,Start - Tackle,Start - Confuse Ray,Start - Astonish,Start - Growth,L5 - Astonish,L8 - Growth,L13 - Ingrain,L19 - Feint Attack,L23 - Leech Seed,L28 - Curse,L31 - Will-O-Wisp,L35 - Forest’s Curse,L39 - Destiny Bond,L45 - Phantom Force,L49 - Wood Hammer,L54 - Horn Leech,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM20 - Safeguard,TM21 - Frustration
Pumpkaboo,Start - Trick,Start - Astonish,Start - Confuse Ray,L4 - Scary Face,L6 - Trick-or-Treat,L11 - Worry Seed,L16 - Razor Leaf,L20 - Leech Seed,L23 - Trick-or-Treat,L26 - Bullet Seed,L30 - Shadow Sneak,L36 - Shadow Ball,L40 - Trick-or-Treat,L42 - Pain Split,L48 - Seed Bomb,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM16 - Light Screen,TM17 - Protect,TM20 - Safeguard,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM29 - Psychic,TM30 - Shadow Ball
Pumpkaboo,Start - Trick,Start - Astonish,Start - Confuse Ray,L4 - Scary Face,L6 - Trick-or-Treat,L11 - Worry Seed,L16 - Razor Leaf,L20 - Leech Seed,L23 - Trick-or-Treat,L26 - Bullet Seed,L30 - Shadow Sneak,L36 - Shadow Ball,L40 - Trick-or-Treat,L42 - Pain Split,L48 - Seed Bomb,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM16 - Light Screen,TM17 - Protect,TM20 - Safeguard,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM29 - Psychic,TM30 - Shadow Ball
Pumpkaboo,Start - Trick,Start - Astonish,Start - Confuse Ray,L4 - Scary Face,L6 - Trick-or-Treat,L11 - Worry Seed,L16 - Razor Leaf,L20 - Leech Seed,L23 - Trick-or-Treat,L26 - Bullet Seed,L30 - Shadow Sneak,L36 - Shadow Ball,L40 - Trick-or-Treat,L42 - Pain Split,L48 - Seed Bomb,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM16 - Light Screen,TM17 - Protect,TM20 - Safeguard,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM29 - Psychic,TM30 - Shadow Ball
Pumpkaboo,Start - Trick,Start - Astonish,Start - Confuse Ray,L4 - Scary Face,L6 - Trick-or-Treat,L11 - Worry Seed,L16 - Razor Leaf,L20 - Leech Seed,L23 - Trick-or-Treat,L26 - Bullet Seed,L30 - Shadow Sneak,L36 - Shadow Ball,L40 - Trick-or-Treat,L42 - Pain Split,L48 - Seed Bomb,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM16 - Light Screen,TM17 - Protect,TM20 - Safeguard,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM29 - Psychic,TM30 - Shadow Ball
Gourgeist,Start - Explosion,Start - Phantom Force,Start - Trick,Start - Astonish,Start - Confuse Ray,Start - Scary Face,L4 - Scary Face,L6 - Trick-or-Treat,L11 - Worry Seed,L16 - Razor Leaf,L20 - Leech Seed,L23 - Trick-or-Treat,L26 - Bullet Seed,L30 - Shadow Sneak,L36 - Shadow Ball,L40 - Trick-or-Treat,L42 - Pain Split,L48 - Seed Bomb,L57 - Phantom Force,L63 - Trick-or-Treat,L70 - Explosion,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM16 - Light Screen
Gourgeist,Start - Explosion,Start - Phantom Force,Start - Trick,Start - Astonish,Start - Confuse Ray,Start - Scary Face,L4 - Scary Face,L6 - Trick-or-Treat,L11 - Worry Seed,L16 - Razor Leaf,L20 - Leech Seed,L23 - Trick-or-Treat,L26 - Bullet Seed,L30 - Shadow Sneak,L36 - Shadow Ball,L40 - Trick-or-Treat,L42 - Pain Split,L48 - Seed Bomb,L57 - Phantom Force,L63 - Trick-or-Treat,L70 - Explosion,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM16 - Light Screen
Gourgeist,Start - Explosion,Start - Phantom Force,Start - Trick,Start - Astonish,Start - Confuse Ray,Start - Scary Face,L4 - Scary Face,L6 - Trick-or-Treat,L11 - Worry Seed,L16 - Razor Leaf,L20 - Leech Seed,L23 - Trick-or-Treat,L26 - Bullet Seed,L30 - Shadow Sneak,L36 - Shadow Ball,L40 - Trick-or-Treat,L42 - Pain Split,L48 - Seed Bomb,L57 - Phantom Force,L63 - Trick-or-Treat,L70 - Explosion,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM16 - Light Screen
Gourgeist,Start - Explosion,Start - Phantom Force,Start - Trick,Start - Astonish,Start - Confuse Ray,Start - Scary Face,L4 - Scary Face,L6 - Trick-or-Treat,L11 - Worry Seed,L16 - Razor Leaf,L20 - Leech Seed,L23 - Trick-or-Treat,L26 - Bullet Seed,L30 - Shadow Sneak,L36 - Shadow Ball,L40 - Trick-or-Treat,L42 - Pain Split,L48 - Seed Bomb,L57 - Phantom Force,L63 - Trick-or-Treat,L70 - Explosion,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM16 - Light Screen
Bergmite,Start - Tackle,Start - Bite,Start - Harden,L5 - Powder Snow,L10 - Icy Wind,L15 - Take Down,L20 - Sharpen,L22 - Curse,L26 - Ice Fang,L30 - Ice Ball,L35 - Rapid Spin,L39 - Avalanche,L43 - Blizzard,L47 - Recover,L49 - Double-Edge,TM06 - Toxic,TM07 - Hail,TM10 - Hidden Power,TM13 - Ice Beam,TM14 - Blizzard,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM21 - Frustration,TM27 - Return,TM32 - Double Team
Avalugg,Start - Body Slam,Start - Crunch,Start - Skull Bash,Start - Iron Defense,Start - Tackle,Start - Bite,Start - Harden,Start - Powder Snow,L5 - Powder Snow,L10 - Icy Wind,L15 - Take Down,L20 - Sharpen,L22 - Curse,L26 - Ice Fang,L30 - Ice Ball,L35 - Rapid Spin,L42 - Avalanche,L46 - Blizzard,L51 - Recover,L56 - Double-Edge,L60 - Skull Bash,L65 - Crunch,TM05 - Roar,TM06 - Toxic,TM07 - Hail,TM10 - Hidden Power
Noibat,Start - Screech,Start - Supersonic,Start - Tackle,L5 - Absorb,L11 - Gust,L13 - Bite,L16 - Wing Attack,L18 - Agility,L23 - Air Cutter,L27 - Roost,L31 - Razor Wind,L35 - Tailwind,L40 - Whirlwind,L43 - Super Fang,L48 - Air Slash,L58 - Hurricane,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM17 - Protect,TM19 - Roost,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return,TM28 - Leech Life
Noivern,Start - Boomburst,Start - Dragon Pulse,Start - Hurricane,Start - Moonlight,Start - Screech,Start - Supersonic,Start - Tackle,Start - Absorb,L5 - Absorb,L11 - Gust,L13 - Bite,L16 - Wing Attack,L18 - Agility,L23 - Air Cutter,L27 - Roost,L31 - Razor Wind,L35 - Tailwind,L40 - Whirlwind,L43 - Super Fang,L53 - Air Slash,L62 - Hurricane,L70 - Dragon Pulse,L75 - Boomburst,TM02 - Dragon Claw,TM06 - Toxic,TM10 - Hidden Power
Xerneas,Start - Heal Pulse,Start - Aromatherapy,Start - Ingrain,Start - Take Down,L5 - Light Screen,L10 - Aurora Beam,L18 - Gravity,L26 - Geomancy,L35 - Moonblast,L44 - Megahorn,L51 - Night Slash,L55 - Horn Leech,L59 - Psych Up,L63 - Misty Terrain,L72 - Nature Power,L80 - Close Combat,L88 - Giga Impact,L93 - Outrage,TM03 - Psyshock,TM04 - Calm Mind,TM05 - Roar,TM06 - Toxic,TM07 - Hail,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam
Yveltal,Start - Hurricane,Start - Razor Wind,Start - Taunt,Start - Roost,L5 - Double Team,L10 - Air Slash,L18 - Snarl,L26 - Oblivion Wing,L35 - Disable,L44 - Dark Pulse,L51 - Foul Play,L55 - Phantom Force,L59 - Psychic,L63 - Dragon Rush,L72 - Focus Blast,L80 - Sucker Punch,L88 - Hyper Beam,L93 - Sky Attack,TM02 - Dragon Claw,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance
Zygarde,Start - Glare,Start - Bulldoze,Start - Dragon Breath,Start - Bite,L5 - Safeguard,L10 - Dig,L18 - Bind,L26 - Land’s Wrath,L35 - Sandstorm,L44 - Haze,L51 - Crunch,L55 - Earthquake,L59 - Camouflage,L63 - Dragon Pulse,L72 - Coil,L80 - Outrage,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM20 - Safeguard,TM21 - Frustration,TM26 - Earthquake,TM27 - Return,TM31 - Brick Break
Zygarde,Start - Glare,Start - Bulldoze,Start - Dragon Breath,Start - Bite,L5 - Safeguard,L10 - Dig,L18 - Bind,L26 - Land’s Wrath,L35 - Sandstorm,L44 - Haze,L51 - Crunch,L55 - Earthquake,L59 - Camouflage,L63 - Dragon Pulse,L72 - Coil,L80 - Outrage,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM20 - Safeguard,TM21 - Frustration,TM26 - Earthquake,TM27 - Return,TM31 - Brick Break
Zygarde,Start - Glare,Start - Bulldoze,Start - Dragon Breath,Start - Bite,L5 - Safeguard,L10 - Dig,L18 - Bind,L26 - Land’s Wrath,L35 - Sandstorm,L44 - Haze,L51 - Crunch,L55 - Earthquake,L59 - Camouflage,L63 - Dragon Pulse,L72 - Coil,L80 - Outrage,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM20 - Safeguard,TM21 - Frustration,TM26 - Earthquake,TM27 - Return,TM31 - Brick Break
Zygarde,Start - Glare,Start - Bulldoze,Start - Dragon Breath,Start - Bite,L5 - Safeguard,L10 - Dig,L18 - Bind,L26 - Land’s Wrath,L35 - Sandstorm,L44 - Haze,L51 - Crunch,L55 - Earthquake,L59 - Camouflage,L63 - Dragon Pulse,L72 - Coil,L80 - Outrage,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM20 - Safeguard,TM21 - Frustration,TM26 - Earthquake,TM27 - Return,TM31 - Brick Break
Zygarde,Start - Glare,Start - Bulldoze,Start - Dragon Breath,Start - Bite,L5 - Safeguard,L10 - Dig,L18 - Bind,L26 - Land’s Wrath,L35 - Sandstorm,L44 - Haze,L51 - Crunch,L55 - Earthquake,L59 - Camouflage,L63 - Dragon Pulse,L72 - Coil,L80 - Outrage,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM20 - Safeguard,TM21 - Frustration,TM26 - Earthquake,TM27 - Return,TM31 - Brick Break
Diancie,Start - Tackle,Start - Harden,Start - Rock Throw,L5 - Sharpen,L8 - Smack Down,L12 - Reflect,L18 - Stealth Rock,L21 - Guard Split,L27 - Ancient Power,L31 - Flail,L35 - Skill Swap,L40 - Power Gem,L46 - Trick Room,L49 - Stone Edge,L50 - Moonblast,L50 - Diamond Storm,L60 - Light Screen,L70 - Safeguard,TM03 - Psyshock,TM04 - Calm Mind,TM06 - Toxic,TM07 - Hail,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM16 - Light Screen
Diancie,Start - Tackle,Start - Harden,Start - Rock Throw,L5 - Sharpen,L8 - Smack Down,L12 - Reflect,L18 - Stealth Rock,L21 - Guard Split,L27 - Ancient Power,L31 - Flail,L35 - Skill Swap,L40 - Power Gem,L46 - Trick Room,L49 - Stone Edge,L50 - Moonblast,L50 - Diamond Storm,L60 - Light Screen,L70 - Safeguard,TM03 - Psyshock,TM04 - Calm Mind,TM06 - Toxic,TM07 - Hail,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM16 - Light Screen
Hoopa,Start - Hyperspace Hole,Start - Trick,Start - Destiny Bond,Start - Ally Switch,Start - Confusion,L6 - Astonish,L10 - Magic Coat,L15 - Light Screen,L19 - Psybeam,L25 - Skill Swap,L29 - Power Split,L29 - Guard Split,L35 - Phantom Force,L46 - Zen Headbutt,L50 - Wonder Room,L50 - Trick Room,L55 - Shadow Ball,L68 - Nasty Plot,L75 - Psychic,L85 - Hyperspace Hole,TM03 - Psyshock,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt
Hoopa,Start - Hyperspace Fury,Start - Trick,Start - Destiny Bond,Start - Ally Switch,Start - Confusion,L6 - Astonish,L10 - Magic Coat,L15 - Light Screen,L19 - Psybeam,L25 - Skill Swap,L29 - Power Split,L29 - Guard Split,L46 - Knock Off,L50 - Wonder Room,L50 - Trick Room,L55 - Dark Pulse,L75 - Psychic,L85 - Hyperspace Fury,TM03 - Psyshock,TM04 - Calm Mind,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM15 - Hyper Beam,TM16 - Light Screen
Volcanion,Start - Steam Eruption,Start - Flare Blitz,Start - Take Down,L8 - Mist,L11 - Haze,L15 - Flame Charge,L21 - Water Pulse,L28 - Stomp,L32 - Scald,L40 - Weather Ball,L46 - Body Slam,L50 - Hydro Pump,L58 - Flare Blitz,L65 - Overheat,L76 - Explosion,L85 - Steam Eruption,TM05 - Roar,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM21 - Frustration,TM22 - Solar Beam,TM23 - Smack Down,TM26 - Earthquake
Rowlet,Start - Tackle,Start - Leafage,L4 - Growl,L8 - Peck,L11 - Astonish,L15 - Razor Leaf,L18 - Foresight,L22 - Pluck,L25 - Synthesis,L29 - Fury Attack,L32 - Sucker Punch,L36 - Leaf Blade,L39 - Feather Dance,L43 - Brave Bird,L46 - Nasty Plot,TM01 - Work Up,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM16 - Light Screen,TM17 - Protect,TM19 - Roost,TM20 - Safeguard,TM21 - Frustration,TM22 - Solar Beam,TM27 - Return
Dartrix,Start - Tackle,Start - Leafage,Start - Growl,Start - Peck,L4 - Growl,L8 - Peck,L11 - Astonish,L15 - Razor Leaf,L19 - Foresight,L24 - Pluck,L28 - Synthesis,L33 - Fury Attack,L37 - Sucker Punch,L42 - Leaf Blade,L46 - Feather Dance,L51 - Brave Bird,L55 - Nasty Plot,TM01 - Work Up,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM16 - Light Screen,TM17 - Protect,TM19 - Roost,TM20 - Safeguard,TM21 - Frustration
Decidueye,Start - Spirit Shackle,Start - U-turn,Start - Tackle,Start - Leafage,Start - Growl,Start - Peck,L4 - Growl,L8 - Peck,L11 - Astonish,L15 - Razor Leaf,L19 - Foresight,L24 - Pluck,L28 - Synthesis,L33 - Fury Attack,L38 - Sucker Punch,L44 - Leaf Blade,L49 - Feather Dance,L55 - Brave Bird,L60 - Nasty Plot,TM01 - Work Up,TM06 - Toxic,TM10 - Hidden Power,TM11 - Sunny Day,TM16 - Light Screen,TM17 - Protect,TM19 - Roost
Litten,Start - Scratch,Start - Ember,L4 - Growl,L8 - Lick,L11 - Leer,L15 - Fire Fang,L18 - Roar,L22 - Bite,L25 - Swagger,L29 - Fury Swipes,L32 - Thrash,L36 - Flamethrower,L39 - Scary Face,L43 - Flare Blitz,L46 - Outrage,TM01 - Work Up,TM05 - Roar,TM06 - Toxic,TM08 - Bulk Up,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM17 - Protect,TM21 - Frustration,TM27 - Return,TM28 - Leech Life
Torracat,Start - Scratch,Start - Ember,Start - Growl,Start - Lick,L4 - Growl,L8 - Lick,L11 - Leer,L15 - Fire Fang,L19 - Roar,L24 - Bite,L28 - Swagger,L33 - Fury Swipes,L37 - Thrash,L42 - Flamethrower,L46 - Scary Face,L51 - Flare Blitz,L55 - Outrage,TM01 - Work Up,TM05 - Roar,TM06 - Toxic,TM08 - Bulk Up,TM10 - Hidden Power,TM11 - Sunny Day,TM12 - Taunt,TM17 - Protect,TM21 - Frustration
